map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt460_1_type=Marker_BARCssr	C2_m_Satt460_1	Satt460	117.76	117.76	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig462_type=ContigW82_mismatch	WmFPC_Contig462		96.78	98.88	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig519_type=ContigW82_mismatch	WmFPC_Contig519		129.21	134.19	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig756_type=ContigW82_mismatch	WmFPC_Contig756		33.62	42.47	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1035_type=ContigW82_mismatch	WmFPC_Contig1035		112.06	113.60	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig2029_type=ContigW82_mismatch	WmFPC_Contig2029		111.86	116.53	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig2141_type=ContigW82_mismatch	WmFPC_Contig2141		97.14	98.52	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig3697_type=ContigW82_mismatch	WmFPC_Contig3697		113.33	113.92	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig5622_type=ContigW82_mismatch	WmFPC_Contig5622		104.05	116.15	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Bng164_1_type=Marker_RFLP	C2_r_Bng164_1	Bng164	110.10	110.10	Marker_RFLP			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig6136_type=ContigW82_mismatch	WmFPC_Contig6136		72.50	118.00	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR1534_1_type=Marker_SSR-from-BAC	C2_m_SSR1534_1	SSR1534	72.50	72.50	Marker_SSR-from-BAC			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR1788_1_type=Marker_SSR-from-BAC	C2_m_SSR1788_1	SSR1788	118.00	118.00	Marker_SSR-from-BAC			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7219_type=ContigW82_mismatch	WmFPC_Contig7219		76.39	79.02	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR2462_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR2462_1	SSR2462	77.70	77.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7308_type=ContigW82_mismatch	WmFPC_Contig7308		91.80	117.76	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7350_type=ContigW82_mismatch	WmFPC_Contig7350		41.73	49.77	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7514_type=ContigW82_mismatch	WmFPC_Contig7514		110.28	115.39	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7539_type=ContigW82_mismatch	WmFPC_Contig7539		86.11	97.49	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7738_type=ContigW82_mismatch	WmFPC_Contig7738		110.26	115.40	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1775_type=ContigWm82	WmFPC_Contig1775		66.31	67.30	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR0809_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR0809_1	SSR0809	66.80	66.80	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1810_type=ContigWm82	WmFPC_Contig1810		29.21	29.98	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR3790_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR3790_1	SSR3790	29.60	29.60	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig2880_type=ContigWm82	WmFPC_Contig2880		114.92	116.03	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt708_1_type=Marker_BARCssr	C2_m_Satt708_1	Satt708	115.48	115.48	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig3410_type=ContigWm82	WmFPC_Contig3410		107.05	108.11	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt277_1_type=Marker_BARCssr_confirmed	C2_m_Satt277_1	Satt277	107.58	107.58	Marker_BARCssr_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig4202_type=ContigWm82	WmFPC_Contig4202		120.91	121.61	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt307_1_type=Marker_BARCssr	C2_m_Satt307_1	Satt307	121.26	121.26	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig5338_type=ContigWm82	WmFPC_Contig5338		77.64	78.16	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_K255_1_type=Marker_RFLP	C2_r_K255_1	K255	77.90	77.90	Marker_RFLP			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7497_type=ContigWm82	WmFPC_Contig7497		108.56	109.44	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR3904_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR3904_1	SSR3904	109.00	109.00	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig820_type=ContigW82	WmFPC_Contig820		113.19	115.19	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Sat_251_1_type=Marker_BARCssr	C2_m_Sat_251_1	Sat_251	114.19	114.19	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1008_type=ContigW82	WmFPC_Contig1008		127.74	128.70	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1256_type=ContigW82	WmFPC_Contig1256		37.64	38.44	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt432_1_type=Marker_BARCssr	C2_m_Satt432_1	Satt432	38.04	38.04	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1649_type=ContigW82	WmFPC_Contig1649		102.89	103.78	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig2813_type=ContigW82	WmFPC_Contig2813		41.65	43.08	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig2953_type=ContigW82	WmFPC_Contig2953		91.44	92.17	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Sat_246_1_type=Marker_BARCssr	C2_m_Sat_246_1	Sat_246	91.80	91.80	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig3154_type=ContigW82	WmFPC_Contig3154		97.15	98.51	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt376_1_type=Marker_BARCssr	C2_m_Satt376_1	Satt376	97.83	97.83	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig4_type=ContigW82_mismatch	WmFPC_Contig4		110.00	112.00	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR3601_1_type=Marker_SSR-from-BAC	C2_m_SSR3601_1	SSR3601	110.00	110.00	Marker_SSR-from-BAC			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR0737_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR0737_1	SSR0737	112.00	112.00	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig18_type=ContigW82_mismatch	WmFPC_Contig18		111.33	114.33	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt134_1_type=Marker_BARCssr_confirmed	C2_m_Satt134_1	Satt134	112.83	112.83	Marker_BARCssr_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig23_type=ContigW82_mismatch	WmFPC_Contig23		115.09	115.48	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Sat_142_1_type=Marker_BARCssr	C2_m_Sat_142_1	Sat_142	115.09	115.09	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig33_type=ContigW82_mismatch	WmFPC_Contig33		122.97	133.47	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig44_type=ContigW82_mismatch	WmFPC_Contig44		109.75	115.91	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig89_type=ContigW82_mismatch	WmFPC_Contig89		109.40	112.60	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR0358_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR0358_1	SSR0358	111.00	111.00	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig119_type=ContigW82_mismatch	WmFPC_Contig119		111.57	115.67	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt658_1_type=Marker_BARCssr	C2_m_Satt658_1	Satt658	113.62	113.62	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig136_type=ContigW82_mismatch	WmFPC_Contig136		107.00	112.83	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR3577_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR3577_1	SSR3577	107.00	107.00	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt289_1_type=Marker_BARCssr	C2_m_Satt289_1	Satt289	112.34	112.34	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig137_type=ContigW82_mismatch	WmFPC_Contig137		124.86	131.58	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig156_type=ContigW82_mismatch	WmFPC_Contig156		95.99	99.67	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig7833_type=ContigW82_mismatch	WmFPC_Contig7833		112.11	118.07	Contig_W82_mismatch			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig1018_type=ContigWm82	WmFPC_Contig1018		-0.50	0.50	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_A121_1_type=Marker_RFLP	C2_r_A121_1	A121	0.00	0.00	Marker_RFLP			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig13_type=ContigWm82	WmFPC_Contig13		8.82	9.46	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_SSR0958_1_type=Marker_SSR-from-BAC_confirmed	C2_m_SSR0958_1	SSR0958	9.14	9.14	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig15_type=ContigWm82	WmFPC_Contig15		41.20	43.52	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt520_1_type=Marker_BARCssr	C2_m_Satt520_1	Satt520	42.36	42.36	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig148_type=ContigWm82	WmFPC_Contig148		119.57	121.23	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_K365_1_type=Marker_RFLP	C2_r_K365_1	K365	120.40	120.40	Marker_RFLP			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig255_type=ContigWm82	WmFPC_Contig255		127.42	129.01	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Satt433_1_type=Marker_BARCssr	C2_m_Satt433_1	Satt433	128.22	128.22	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig292_type=ContigWm82	WmFPC_Contig292		102.28	104.38	Contig_W82			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_Sat_402_1_type=Marker_BARCssr	C2_m_Sat_402_1	Sat_402	103.33	103.33	Marker_BARCssr			0	
GmWmPhys2008_C2	C2	-0.50	134.19	GmWmPhys2008_C2_WmFPC_Contig527_type=ContigWm82	WmFPC_Contig527		41.80	42.92	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig181_type=ContigW82_mismatch	WmFPC_Contig181		26.38	35.76	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig204_type=ContigW82_mismatch	WmFPC_Contig204		92.43	95.95	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig225_type=ContigW82_mismatch	WmFPC_Contig225		42.80	50.10	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig227_type=ContigW82_mismatch	WmFPC_Contig227		-2.30	2.29	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Sat_137_1_type=Marker_BARCssr_confirmed	A1_m_Sat_137_1	Sat_137	0.00	0.00	Marker_BARCssr_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig240_type=ContigW82_mismatch	WmFPC_Contig240		-3.56	3.56	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig286_type=ContigW82_mismatch	WmFPC_Contig286		57.02	58.55	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig383_type=ContigW82_mismatch	WmFPC_Contig383		89.80	92.60	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Bng077_1_type=Marker_RFLP	A1_r_Bng077_1	Bng077	91.20	91.20	Marker_RFLP			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig395_type=ContigW82_mismatch	WmFPC_Contig395		49.33	54.58	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig457_type=ContigW82_mismatch	WmFPC_Contig457		23.16	24.64	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Bng074_2_type=Marker_RFLP	A1_r_Bng074_2	Bng074	23.90	23.90	Marker_RFLP			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig464_type=ContigW82_mismatch	WmFPC_Contig464		76.57	80.31	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig519_type=ContigW82_mismatch	WmFPC_Contig519		43.95	48.95	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig562_type=ContigW82_mismatch	WmFPC_Contig562		31.93	33.42	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig584_type=ContigW82_mismatch	WmFPC_Contig584		27.00	32.01	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR3428_1_type=Marker_SSR-from-BAC	A1_m_SSR3428_1	SSR3428	29.50	29.50	Marker_SSR-from-BAC			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig610_type=ContigW82_mismatch	WmFPC_Contig610		26.77	29.39	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig756_type=ContigW82_mismatch	WmFPC_Contig756		42.02	50.88	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig1043_type=ContigW82_mismatch	WmFPC_Contig1043		57.09	58.49	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig1570_type=ContigW82_mismatch	WmFPC_Contig1570		51.95	52.32	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2084_type=ContigW82_mismatch	WmFPC_Contig2084		25.71	32.19	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2760_type=ContigW82_mismatch	WmFPC_Contig2760		25.68	26.72	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR2415_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR2415_1	SSR2415	26.20	26.20	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig3020_type=ContigW82_mismatch	WmFPC_Contig3020		27.51	28.49	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR0079_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR0079_1	SSR0079	28.00	28.00	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig6136_type=ContigW82_mismatch	WmFPC_Contig6136		26.40	60.10	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR1503_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR1503_1	SSR1503	26.40	26.40	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7308_type=ContigW82_mismatch	WmFPC_Contig7308		24.28	41.08	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7376_type=ContigW82_mismatch	WmFPC_Contig7376		26.87	92.88	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7382_type=ContigW82_mismatch	WmFPC_Contig7382		90.55	95.21	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7539_type=ContigW82_mismatch	WmFPC_Contig7539		24.20	27.70	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR2442_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR2442_1	SSR2442	24.20	24.20	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Mng241_1_type=Marker_RFLP	A1_r_Mng241_1	Mng241	24.60	24.60	Marker_RFLP			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR2283_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR2283_1	SSR2283	27.30	27.30	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR0348_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR0348_1	SSR0348	27.70	27.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7667_type=ContigW82_mismatch	WmFPC_Contig7667		28.98	31.43	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR2658_1_type=Marker_SSR-from-BAC	A1_m_SSR2658_1	SSR2658	30.20	30.20	Marker_SSR-from-BAC			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7737_type=ContigW82_mismatch	WmFPC_Contig7737		44.30	48.59	Contig_W82_mismatch			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig1830_type=ContigWm82	WmFPC_Contig1830		42.12	43.47	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Sat_356_1_type=Marker_BARCssr	A1_m_Sat_356_1	Sat_356	42.79	42.79	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2175_type=ContigWm82	WmFPC_Contig2175		96.73	97.67	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR0143_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR0143_1	SSR0143	97.20	97.20	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2230_type=ContigWm82	WmFPC_Contig2230		18.07	19.13	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Bng077_2_type=Marker_RFLP	A1_r_Bng077_2	Bng077	18.60	18.60	Marker_RFLP			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2328_type=ContigWm82	WmFPC_Contig2328		97.31	98.21	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2763_type=ContigWm82	WmFPC_Contig2763		16.81	17.51	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Satt276_1_type=Marker_BARCssr	A1_m_Satt276_1	Satt276	17.16	17.16	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2787_type=ContigWm82	WmFPC_Contig2787		51.67	52.97	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Sat_407_1_type=Marker_BARCssr	A1_m_Sat_407_1	Sat_407	52.32	52.32	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig3342_type=ContigWm82	WmFPC_Contig3342		51.91	52.73	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig3456_type=ContigWm82	WmFPC_Contig3456		59.40	60.80	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_B172_1_type=Marker_RFLP	A1_r_B172_1	B172	60.10	60.10	Marker_RFLP			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig3659_type=ContigWm82	WmFPC_Contig3659		52.03	52.61	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7607_type=ContigWm82	WmFPC_Contig7607		26.23	29.93	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Satt454_1_type=Marker_BARCssr	A1_m_Satt454_1	Satt454	28.08	28.08	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig7885_type=ContigWm82	WmFPC_Contig7885		51.69	52.21	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Satt717_1_type=Marker_BARCssr	A1_m_Satt717_1	Satt717	51.95	51.95	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig1128_type=ContigW82	WmFPC_Contig1128		29.70	31.07	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_SSR1996_1_type=Marker_SSR-from-BAC_confirmed	A1_m_SSR1996_1	SSR1996	29.70	29.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Sat_385_1_type=Marker_BARCssr	A1_m_Sat_385_1	Sat_385	31.07	31.07	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig1154_type=ContigW82	WmFPC_Contig1154		13.80	14.94	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Sat_368_1_type=Marker_BARCssr	A1_m_Sat_368_1	Sat_368	14.37	14.37	Marker_BARCssr			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2139_type=ContigW82	WmFPC_Contig2139		32.22	33.15	Contig_W82			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_Satt155_1_type=Marker_BARCssr_confirmed	A1_m_Satt155_1	Satt155	32.68	32.68	Marker_BARCssr_confirmed			0	
GmWmPhys2008_A1	A1	-3.56	100.60	GmWmPhys2008_A1_WmFPC_Contig2748_type=ContigW82	WmFPC_Contig2748		68.88	69.52	Contig_W82			0	
