map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-062951-18172	BARC-062951-18172		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-059137-15636	BARC-059137-15636		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-058533-15311	BARC-058533-15311		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-057765-14920	BARC-057765-14920		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-049201-10820	BARC-049201-10820		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-018525-02930	BARC-018525-02930		52.48	52.48	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-042263-08227	BARC-042263-08227		52.41	52.41	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-059117-15607	BARC-059117-15607		52.40	52.40	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-052605-11525	BARC-052605-11525		52.39	52.39	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-062445-17793	BARC-062445-17793		52.39	52.39	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-057291-14674	BARC-057291-14674		52.35	52.35	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_Satt190	Satt190		52.23	52.23	SSR			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-056451-14368	BARC-056451-14368		52.09	52.09	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-057827-14943	BARC-057827-14943		52.08	52.08	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-064773-18789	BARC-064773-18789		52.08	52.08	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-050771-09872	BARC-050771-09872		52.08	52.08	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_Satt136	Satt136		51.94	51.94	SSR			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_Satt294	Satt294		51.90	51.90	SSR			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-059349-15760	BARC-059349-15760		51.74	51.74	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-020889-03981	BARC-020889-03981		51.74	51.74	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-060187-16464	BARC-060187-16464		51.74	51.74	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-062981-18194	BARC-062981-18194		51.67	51.67	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-020891-03983	BARC-020891-03983		51.46	51.46	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-016757-03361	BARC-016757-03361		51.45	51.45	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_Satt661	Satt661		51.42	51.42	SSR			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-012711-00381	BARC-012711-00381		51.35	51.35	SNP			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_Satt361	Satt361		51.14	51.14	SSR			1	
GmConsensus40_C1	C1	0.00	112.20	GmConsensus40_C1_BARC-058213-15160	BARC-058213-15160		51.13	51.13	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-029787-06340	BARC-029787-06340		86.75	86.75	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_217	Sat_217		85.79	85.79	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-044717-08772	BARC-044717-08772		85.32	85.32	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020929-03991	BARC-020929-03991		84.68	84.68	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-027778-06658	BARC-027778-06658		84.61	84.61	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt599	Satt599		84.09	84.09	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-018681-02991	BARC-018681-02991		83.53	83.53	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020301-04546	BARC-020301-04546		83.24	83.24	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050251-09529	BARC-050251-09529		83.22	83.22	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-019309-03877	BARC-019309-03877		83.14	83.14	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-010411-00627	BARC-010411-00627		83.14	83.14	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-027546-06606	BARC-027546-06606		83.14	83.14	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059035-15581	BARC-059035-15581		82.98	82.98	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt174	Satt174		82.85	82.85	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058849-15474	BARC-058849-15474		82.63	82.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-017865-02407	BARC-017865-02407		82.41	82.41	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059189-15658	BARC-059189-15658		82.09	82.09	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020193-04493	BARC-020193-04493		82.09	82.09	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065881-17470	BARC-065881-17470		81.99	81.99	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065871-17468	BARC-065871-17468		81.97	81.97	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-021775-04203	BARC-021775-04203		81.93	81.93	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065877-17469	BARC-065877-17469		81.13	81.13	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-015969-02023	BARC-015969-02023		81.13	81.13	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024333-04850	BARC-024333-04850		81.08	81.08	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058879-15486	BARC-058879-15486		81.03	81.03	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058659-17449	BARC-058659-17449		81.03	81.03	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-007964-00162	BARC-007964-00162		81.03	81.03	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020535-04656	BARC-020535-04656		80.93	80.93	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt236	Satt236		80.81	80.81	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt511	Satt511		80.70	80.70	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065933-17505	BARC-065933-17505		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058657-17445	BARC-058657-17445		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065929-17504	BARC-065929-17504		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065897-17475	BARC-065897-17475		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058647-17392	BARC-058647-17392		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-049169-10814	BARC-049169-10814		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020855-03964	BARC-020855-03964		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058649-17393	BARC-058649-17393		80.69	80.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020859-03966	BARC-020859-03966		80.68	80.68	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-041847-08109	BARC-041847-08109		80.67	80.67	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058667-17451	BARC-058667-17451		80.67	80.67	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058653-17430	BARC-058653-17430		80.63	80.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058665-17450	BARC-058665-17450		80.46	80.46	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-029873-06450	BARC-029873-06450		80.37	80.37	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt200	Satt200		80.04	80.04	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-025609-06529	BARC-025609-06529		80.00	80.00	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-021837-04221	BARC-021837-04221		79.49	79.49	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-018933-03040	BARC-018933-03040		79.34	79.34	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt225	Satt225		79.30	79.30	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-030735-06928	BARC-030735-06928		79.12	79.12	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-030337-06857	BARC-030337-06857		79.11	79.11	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-041257-07953	BARC-041257-07953		78.85	78.85	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-026127-05270	BARC-026127-05270		78.83	78.83	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-013065-00437	BARC-013065-00437		78.82	78.82	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_374	Sat_374		78.81	78.81	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-025817-05093	BARC-025817-05093		78.80	78.80	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt211	Satt211		78.77	78.77	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050849-09931	BARC-050849-09931		78.47	78.47	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-028991-06048	BARC-028991-06048		78.12	78.12	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059073-15592	BARC-059073-15592		77.96	77.96	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-044895-08836	BARC-044895-08836		77.71	77.71	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_271	Sat_271		77.44	77.44	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-060051-16321	BARC-060051-16321		75.77	75.77	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-028407-05864	BARC-028407-05864		73.13	73.13	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020259-04536	BARC-020259-04536		73.04	73.04	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-028171-05783	BARC-028171-05783		72.99	72.99	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-039515-07505	BARC-039515-07505		72.96	72.96	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-055713-13624	BARC-055713-13624		72.43	72.43	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-052097-11347	BARC-052097-11347		71.83	71.83	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-019061-03295	BARC-019061-03295		71.05	71.05	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-052833-11634	BARC-052833-11634		70.45	70.45	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065229-19273	BARC-065229-19273		70.44	70.44	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-014639-01605	BARC-014639-01605		70.16	70.16	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_267	Sat_267		69.04	69.04	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-038793-07332	BARC-038793-07332		68.17	68.17	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-014639-01604	BARC-014639-01604		67.75	67.75	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-042601-08311	BARC-042601-08311		66.44	66.44	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-047849-10410	BARC-047849-10410		65.73	65.73	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-015109-02568	BARC-015109-02568		65.21	65.21	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-035145-07126	BARC-035145-07126		64.91	64.91	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-029341-06154	BARC-029341-06154		64.37	64.37	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-029213-06124	BARC-029213-06124		64.33	64.33	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020035-04418	BARC-020035-04418		64.07	64.07	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-051453-11119	BARC-051453-11119		63.49	63.49	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt545	Satt545		62.70	62.70	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059171-15653	BARC-059171-15653		62.38	62.38	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-031957-07230	BARC-031957-07230		61.92	61.92	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-052589-11517	BARC-052589-11517		61.03	61.03	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt619	Satt619		59.23	59.23	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt385	Satt385		58.47	58.47	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-039495-07502	BARC-039495-07502		57.95	57.95	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-040033-07641	BARC-040033-07641		57.47	57.47	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_SOYNOD26A	SOYNOD26A		57.24	57.24	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-019085-03298	BARC-019085-03298		57.23	57.23	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059049-15585	BARC-059049-15585		56.20	56.20	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-038407-10072	BARC-038407-10072		56.14	56.14	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-059081-15595	BARC-059081-15595		55.16	55.16	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-049797-09148	BARC-049797-09148		54.53	54.53	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-047054-12831	BARC-047054-12831		54.34	54.34	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-037207-06739	BARC-037207-06739		53.77	53.77	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-026129-05274	BARC-026129-05274		53.01	53.01	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020401-04601	BARC-020401-04601		52.77	52.77	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020229-04499	BARC-020229-04499		52.37	52.37	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-013665-01226	BARC-013665-01226		52.11	52.11	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-030907-06967	BARC-030907-06967		51.76	51.76	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_171	Sat_171		51.62	51.62	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-015345-01810	BARC-015345-01810		51.14	51.14	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-015343-01809	BARC-015343-01809		51.11	51.11	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-015347-01811	BARC-015347-01811		51.05	51.05	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-031031-06987	BARC-031031-06987		50.98	50.98	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-018011-02495	BARC-018011-02495		50.98	50.98	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-006589-00224	BARC-006589-00224		50.76	50.76	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt648	Satt648		50.27	50.27	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-042853-08438	BARC-042853-08438		49.47	49.47	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_407	Sat_407		47.78	47.78	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-028627-05978	BARC-028627-05978		47.27	47.27	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-049091-10809	BARC-049091-10809		47.27	47.27	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-031361-07059	BARC-031361-07059		47.27	47.27	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt717	Satt717		47.23	47.23	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-025997-05216	BARC-025997-05216		46.79	46.79	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050701-09842	BARC-050701-09842		46.67	46.67	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-044557-08720	BARC-044557-08720		44.01	44.01	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-022317-04311	BARC-022317-04311		43.60	43.60	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-028793-06015	BARC-028793-06015		43.60	43.60	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt050	Satt050		42.62	42.62	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-042331-08243	BARC-042331-08243		42.04	42.04	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050253-09535	BARC-050253-09535		41.64	41.64	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-053443-11853	BARC-053443-11853		41.63	41.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_356	Sat_356		41.61	41.61	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020479-04637	BARC-020479-04637		38.96	38.96	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050697-09840	BARC-050697-09840		38.05	38.05	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-052343-11430	BARC-052343-11430		37.90	37.90	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024619-05489	BARC-024619-05489		37.90	37.90	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-056463-14388	BARC-056463-14388		37.40	37.40	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050067-09358	BARC-050067-09358		36.09	36.09	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-040459-07745	BARC-040459-07745		36.09	36.09	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-054977-12201	BARC-054977-12201		35.05	35.05	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-053373-11828	BARC-053373-11828		34.78	34.78	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-053377-11834	BARC-053377-11834		34.63	34.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058743-15389	BARC-058743-15389		34.60	34.60	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-044399-08695	BARC-044399-08695		34.43	34.43	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-017329-02265	BARC-017329-02265		34.18	34.18	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-064245-18594	BARC-064245-18594		33.81	33.81	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020821-03955	BARC-020821-03955		33.68	33.68	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-018785-03017	BARC-018785-03017		33.60	33.60	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-057967-15029	BARC-057967-15029		33.43	33.43	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058161-15150	BARC-058161-15150		33.43	33.43	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-014843-01684	BARC-014843-01684		33.42	33.42	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-011851-00877	BARC-011851-00877		33.25	33.25	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050757-09856	BARC-050757-09856		32.90	32.90	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt155	Satt155		32.69	32.69	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-020821-03958	BARC-020821-03958		32.63	32.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-010403-00623	BARC-010403-00623		32.62	32.62	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-065675-19641	BARC-065675-19641		32.61	32.61	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-048025-10453	BARC-048025-10453		32.40	32.40	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024801-10347	BARC-024801-10347		32.10	32.10	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-022019-04251	BARC-022019-04251		32.10	32.10	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024835-10349	BARC-024835-10349		32.06	32.06	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024797-10343	BARC-024797-10343		32.05	32.05	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-050075-09365	BARC-050075-09365		31.37	31.37	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt591	Satt591		31.29	31.29	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_384	Sat_384		31.15	31.15	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_385	Sat_385		31.13	31.13	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-053559-11912	BARC-053559-11912		30.89	30.89	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-063687-18439	BARC-063687-18439		30.63	30.63	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_AZ536570	AZ536570		30.60	30.60	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-054163-12369	BARC-054163-12369		29.91	29.91	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_265	Sat_265		29.49	29.49	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt364	Satt364		28.82	28.82	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-019509-03657	BARC-019509-03657		28.69	28.69	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-024893-10355	BARC-024893-10355		28.39	28.39	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt248	Satt248		28.30	28.30	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-019519-03658	BARC-019519-03658		27.89	27.89	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_410	Sat_410		27.86	27.86	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_369	Sat_369		27.75	27.75	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_BARC-058785-15434	BARC-058785-15434		27.64	27.64	SNP			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt454	Satt454		27.48	27.48	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Sat_371	Sat_371		27.42	27.42	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt526	Satt526		27.27	27.27	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt449	Satt449		27.02	27.02	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt471	Satt471		26.81	26.81	SSR			1	
GmConsensus40_A1	A1	0.00	86.75	GmConsensus40_A1_Satt625	Satt625		26.16	26.16	SSR			1	
